Current Time,Force Exerted,Target,Target Range,Max Forces,Average Max Force,Number of Trials
2022-11-26 15:17:48.878539,0.22,0.331,0.16534649999999998,2.205,2.205,1
2022-11-26 15:17:49.223608,0.0,0.331,0.16534649999999998,2.205,2.205,1
2022-11-26 15:17:49.573669,0.0,0.331,0.16534649999999998,2.205,2.205,1
2022-11-26 15:17:49.921412,0.0,0.331,0.16534649999999998,2.205,2.205,1
2022-11-26 15:17:50.268635,0.0,0.331,0.16534649999999998,2.205,2.205,1
2022-11-26 15:17:50.617340,-0.0,0.331,0.16534649999999998,2.205,2.205,1
2022-11-26 15:17:50.961389,0.0,0.331,0.16534649999999998,2.205,2.205,1
2022-11-26 15:17:50.961389,0.661,0.298,0.14881185,1.984,3.197,2
2022-11-26 15:17:56.530890,0.441,0.298,0.14881185,1.984,3.197,2
2022-11-26 15:17:56.878698,0.22,0.298,0.14881185,1.984,3.197,2
2022-11-26 15:17:57.223686,0.0,0.298,0.14881185,1.984,3.197,2
2022-11-26 15:17:57.572173,-0.0,0.298,0.14881185,1.984,3.197,2
2022-11-26 15:17:57.920249,0.0,0.298,0.14881185,1.984,3.197,2
2022-11-26 15:17:58.269822,-0.0,0.298,0.14881185,1.984,3.197,2
2022-11-26 15:17:58.617241,0.0,0.298,0.14881185,1.984,3.197,2
2022-11-26 15:17:58.962198,0.0,0.298,0.14881185,1.984,3.197,2
2022-11-26 15:17:59.311220,-0.0,0.298,0.14881185,1.984,3.197,2
2022-11-26 15:17:59.311220,0.441,0.265,0.13227719999999998,1.764,3.05,3
2022-11-26 15:18:04.869123,0.441,0.265,0.13227719999999998,1.764,3.05,3
2022-11-26 15:18:05.223250,0.22,0.265,0.13227719999999998,1.764,3.05,3
2022-11-26 15:18:05.574088,0.22,0.265,0.13227719999999998,1.764,3.05,3
2022-11-26 15:18:05.918834,0.22,0.265,0.13227719999999998,1.764,3.05,3
2022-11-26 15:18:06.265854,0.0,0.265,0.13227719999999998,1.764,3.05,3
2022-11-26 15:18:06.616352,0.0,0.265,0.13227719999999998,1.764,3.05,3
2022-11-26 15:18:06.964731,0.0,0.265,0.13227719999999998,1.764,3.05,3
2022-11-26 15:18:07.312203,-0.0,0.265,0.13227719999999998,1.764,3.05,3
2022-11-26 15:18:07.655723,0.0,0.265,0.13227719999999998,1.764,3.05,3
2022-11-26 15:18:08.699944,0.0,0.265,0.13227719999999998,1.764,3.05,3
2022-11-26 15:18:08.803534,0.0,0.265,0.13227719999999998,1.764,3.05,3
2022-11-26 15:18:08.945048,0.0,0.265,0.13227719999999998,1.764,3.05,3
2022-11-26 15:18:09.140395,0.0,0.265,0.13227719999999998,1.764,3.05,3
2022-11-26 15:18:09.395015,-0.0,0.265,0.13227719999999998,1.764,3.05,3
2022-11-26 15:18:09.747853,0.0,0.265,0.13227719999999998,1.764,3.05,3
2022-11-26 15:18:10.094853,-0.0,0.265,0.13227719999999998,1.764,3.05,3
2022-11-26 15:18:10.443418,-0.0,0.265,0.13227719999999998,1.764,3.05,3
2022-11-26 15:18:10.790562,0.22,0.265,0.13227719999999998,1.764,3.05,3
2022-11-26 15:18:11.139400,0.22,0.265,0.13227719999999998,1.764,3.05,3
2022-11-26 15:18:11.482369,0.0,0.265,0.13227719999999998,1.764,3.05,3
2022-11-26 15:18:11.834521,0.0,0.265,0.13227719999999998,1.764,3.05,3
2022-11-26 15:18:12.178247,0.0,0.265,0.13227719999999998,1.764,3.05,3
2022-11-26 15:18:12.529364,0.0,0.265,0.13227719999999998,1.764,3.05,3
2022-11-26 15:18:12.877739,0.0,0.265,0.13227719999999998,1.764,3.05,3
2022-11-26 15:18:13.222468,0.0,0.265,0.13227719999999998,1.764,3.05,3
2022-11-26 15:18:13.573077,0.0,0.265,0.13227719999999998,1.764,3.05,3
2022-11-26 15:18:13.918287,0.0,0.265,0.13227719999999998,1.764,3.05,3
2022-11-26 15:18:14.269310,-0.0,0.265,0.13227719999999998,1.764,3.05,3
2022-11-26 15:18:14.618094,-0.0,0.265,0.13227719999999998,1.764,3.05,3
2022-11-26 15:18:14.961561,0.0,0.265,0.13227719999999998,1.764,3.05,3
2022-11-26 15:18:15.312830,0.0,0.265,0.13227719999999998,1.764,3.05,3
2022-11-26 15:18:15.660664,0.0,0.265,0.13227719999999998,1.764,3.05,3
2022-11-26 15:18:16.004657,0.0,0.265,0.13227719999999998,1.764,3.05,3
2022-11-26 15:18:16.356719,-0.0,0.265,0.13227719999999998,1.764,3.05,3
2022-11-26 15:18:16.703779,0.0,0.265,0.13227719999999998,1.764,3.05,3
2022-11-26 15:18:17.050938,0.0,0.265,0.13227719999999998,1.764,3.05,3
2022-11-26 15:18:17.398520,0.0,0.265,0.13227719999999998,1.764,3.05,3
2022-11-26 15:18:17.745422,0.0,0.265,0.13227719999999998,1.764,3.05,3
2022-11-26 15:18:18.095664,0.0,0.265,0.13227719999999998,1.764,3.05,3
2022-11-26 15:18:18.440182,0.0,0.265,0.13227719999999998,1.764,3.05,3
2022-11-26 15:18:18.788736,0.0,0.265,0.13227719999999998,1.764,3.05,3
2022-11-26 15:18:19.130788,0.0,0.265,0.13227719999999998,1.764,3.05,3
2022-11-26 15:18:19.483132,0.0,0.265,0.13227719999999998,1.764,3.05,3
2022-11-26 15:18:19.834141,0.0,0.265,0.13227719999999998,1.764,3.05,3
2022-11-26 15:18:20.179394,0.0,0.265,0.13227719999999998,1.764,3.05,3
2022-11-26 15:18:20.530137,-0.0,0.265,0.13227719999999998,1.764,3.05,3
2022-11-26 15:18:20.874208,0.0,0.265,0.13227719999999998,1.764,3.05,3
2022-11-26 15:18:21.221100,0.0,0.265,0.13227719999999998,1.764,3.05,3
2022-11-26 15:18:21.573108,0.0,0.265,0.13227719999999998,1.764,3.05,3
2022-11-26 15:18:21.914595,0.0,0.265,0.13227719999999998,1.764,3.05,3
2022-11-26 15:18:22.266958,-0.0,0.265,0.13227719999999998,1.764,3.05,3
2022-11-26 15:18:22.615753,0.0,0.265,0.13227719999999998,1.764,3.05,3
2022-11-26 15:18:22.963792,0.0,0.265,0.13227719999999998,1.764,3.05,3
2022-11-26 15:18:23.311915,0.0,0.265,0.13227719999999998,1.764,3.05,3
2022-11-26 15:18:23.660489,0.0,0.265,0.13227719999999998,1.764,3.05,3
2022-11-26 15:18:24.007467,0.0,0.265,0.13227719999999998,1.764,3.05,3
2022-11-26 15:18:24.352765,0.0,0.265,0.13227719999999998,1.764,3.05,3
2022-11-26 15:18:24.701855,0.0,0.265,0.13227719999999998,1.764,3.05,3
2022-11-26 15:18:25.050413,0.0,0.265,0.13227719999999998,1.764,3.05,3
2022-11-26 15:18:25.391641,0.441,0.265,0.13227719999999998,1.764,3.05,3
2022-11-26 15:18:25.744181,0.661,0.265,0.13227719999999998,1.764,3.05,3
2022-11-26 15:18:26.095609,1.102,0.265,0.13227719999999998,1.764,3.05,3
2022-11-26 15:18:26.442993,0.441,0.265,0.13227719999999998,1.764,3.05,3
2022-11-26 15:18:26.789415,0.0,0.265,0.13227719999999998,1.764,3.05,3
2022-11-26 15:18:27.137681,0.0,0.265,0.13227719999999998,1.764,3.05,3
2022-11-26 15:18:27.482568,0.0,0.265,0.13227719999999998,1.764,3.05,3
2022-11-26 15:18:27.834673,0.0,0.265,0.13227719999999998,1.764,3.05,3
2022-11-26 15:18:28.182317,0.0,0.265,0.13227719999999998,1.764,3.05,3
2022-11-26 15:18:28.528730,0.22,0.265,0.13227719999999998,1.764,3.05,3
2022-11-26 15:18:28.876977,0.882,0.265,0.13227719999999998,1.764,3.05,3
2022-11-26 15:18:29.221566,0.661,0.265,0.13227719999999998,1.764,3.05,3
2022-11-26 15:18:29.573460,0.22,0.265,0.13227719999999998,1.764,3.05,3
2022-11-26 15:18:29.917724,0.22,0.265,0.13227719999999998,1.764,3.05,3
2022-11-26 15:18:31.046855,0.22,0.265,0.13227719999999998,1.764,3.05,3
2022-11-26 15:18:31.109870,0.0,0.265,0.13227719999999998,1.764,3.05,3
2022-11-26 15:18:31.166417,0.0,0.265,0.13227719999999998,1.764,3.05,3
2022-11-26 15:18:31.312114,0.0,0.265,0.13227719999999998,1.764,3.05,3
2022-11-26 15:18:31.653265,0.0,0.265,0.13227719999999998,1.764,3.05,3
2022-11-26 15:18:32.005409,-0.0,0.265,0.13227719999999998,1.764,3.05,3
2022-11-26 15:18:32.352546,0.0,0.265,0.13227719999999998,1.764,3.05,3
2022-11-26 15:18:32.700694,-0.0,0.265,0.13227719999999998,1.764,3.05,3
2022-11-26 15:18:33.050894,-0.0,0.265,0.13227719999999998,1.764,3.05,3
2022-11-26 15:18:33.398139,0.0,0.265,0.13227719999999998,1.764,3.05,3
2022-11-26 15:18:33.743926,0.0,0.265,0.13227719999999998,1.764,3.05,3
2022-11-26 15:18:34.088274,0.0,0.265,0.13227719999999998,1.764,3.05,3
2022-11-26 15:18:34.441194,0.0,0.265,0.13227719999999998,1.764,3.05,3
2022-11-26 15:18:34.789520,0.0,0.265,0.13227719999999998,1.764,3.05,3
2022-11-26 15:18:35.138429,0.0,0.265,0.13227719999999998,1.764,3.05,3
2022-11-26 15:18:35.484991,-0.0,0.265,0.13227719999999998,1.764,3.05,3
2022-11-26 15:18:35.834837,-0.0,0.265,0.13227719999999998,1.764,3.05,3
2022-11-26 15:18:36.177508,0.0,0.265,0.13227719999999998,1.764,3.05,3
2022-11-26 15:18:36.527942,0.0,0.265,0.13227719999999998,1.764,3.05,3
